-------------------------------------------------------
Greedy experiments over ScaleFree
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
90, 1049.499126640872, 101.25000000000034
91, 1048.809809121981, 102.37499999999868
92, 1045.7903807723865, 103.49999999999947
93, 1052.7497833222242, 104.62499999999989
94, 1053.1447876647376, 105.74999999999962
95, 1061.7925077832435, 106.87499999999991
96, 1040.518493304625, 107.99999999999977
97, 1048.9825260848138, 109.12499999999957
98, 1048.5762673078937, 110.24999999999902
99, 1072.9885192451718, 111.375
100, 1077.140686815117, 112.50000000000026
101, 1066.026543235638, 113.62499999999962
--- Parameters: [0.0, 0.0, 1.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 601.33083268153, 1.124999999999985
2, 618.0138741035049, 2.24999999999997
3, 686.9512663328271, 3.374999999999993
4, 705.5164585599124, 4.49999999999994
5, 697.2962496451875, 5.624999999999949
6, 731.9071464042682, 6.749999999999986
7, 705.4394817607746, 7.874999999999969
8, 739.8916779944697, 8.99999999999988
9, 755.4532371120408, 10.124999999999904
10, 757.1442902107037, 11.249999999999899
11, 778.5363002552142, 12.374999999999947
12, 794.1443860637611, 13.499999999999972
13, 804.153315390552, 14.624999999999904
14, 792.7296235957003, 15.749999999999938
15, 816.1108901067668, 16.87500000000004
16, 817.6033103899214, 17.99999999999976
17, 827.7090598623618, 19.124999999999766
18, 839.9845430473113, 20.249999999999808
19, 856.2657906371712, 21.374999999999787
20, 844.0625109334142, 22.499999999999797
21, 857.0500589428078, 23.624999999999897
22, 844.5047518370764, 24.749999999999893
23, 871.2881452162903, 25.87499999999987
24, 845.0044096836651, 26.999999999999943
25, 874.1351511880508, 28.125000000000064
26, 870.9115321364756, 29.249999999999808
27, 864.7410928658292, 30.375000000000057
28, 874.851867002299, 31.499999999999876
29, 896.7233746787781, 32.62499999999967
30, 892.9915029464352, 33.75000000000008
31, 897.7514475843034, 34.874999999999766
