-------------------------------------------------------
Greedy experiments over SmallWorld
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
36, 1111.5378840327576, 40.499999999999616
37, 1116.9035302649459, 41.62499999999991
38, 1121.2563239425424, 42.749999999999574
39, 1127.8765624027862, 43.87499999999931
40, 1127.7925627156385, 44.999999999999595
41, 1116.22796096603, 46.124999999999936
42, 1134.978558576508, 47.249999999999794
43, 1131.6081733135657, 48.37499999999961
44, 1140.8770714565512, 49.49999999999979
45, 1149.1244282075545, 50.62500000000017
46, 1156.46378799571, 51.74999999999974
47, 1164.6188066385755, 52.87499999999981
48, 1183.2216976147802, 53.999999999999886
49, 1176.045598901165, 55.12499999999951
50, 1188.404466827548, 56.25000000000013
51, 1204.7734840912187, 57.374999999999986
52, 1192.8685251748598, 58.499999999999616
53, 1195.2616163516418, 59.624999999999396
54, 1202.9241310683428, 60.750000000000114
55, 1213.494634670267, 61.874999999999865
56, 1221.9049451756161, 62.99999999999975
57, 1217.8984564509951, 64.1249999999995
58, 1222.16605599638, 65.24999999999935
59, 1213.398643714775, 66.37500000000018
60, 1216.6148642917285, 67.50000000000016
61, 1216.115029051224, 68.62499999999916
62, 1226.8828656287822, 69.74999999999953
63, 1217.2533573075057, 70.87500000000026
64, 1234.9507561018822, 71.99999999999903
65, 1236.832410179549, 73.12499999999986
66, 1243.1139625160736, 74.24999999999974
67, 1243.6565039283419, 75.37499999999893
68, 1251.6823619083493, 76.49999999999906
69, 1251.0605351026607, 77.62499999999936
70, 1254.2642433052363, 78.75000000000034
71, 1257.1935989256212, 79.87499999999946
72, 1261.1422913810445, 80.99999999999923
73, 1262.7002435853678, 82.12499999999908
74, 1269.028725452303, 83.24999999999982
75, 1269.4191912210772, 84.3749999999995
76, 1268.4123307582704, 85.49999999999915
77, 1277.6437968864889, 86.6250000000002
78, 1271.395693792063, 87.74999999999862
79, 1271.9974935301093, 88.87499999999935
80, 1280.5810342227521, 89.99999999999919
81, 1264.806245466122, 91.1250000000003
82, 1272.2729405280074, 92.24999999999987
83, 1275.9616443142065, 93.3749999999989
84, 1278.8167665802162, 94.49999999999959
85, 1277.0879146416423, 95.62499999999986
86, 1273.0832334405197, 96.74999999999922
87, 1279.3733526182527, 97.87499999999905
88, 1271.9547083371149, 98.99999999999957
89, 1288.9460201017307, 100.12499999999974
90, 1287.0518719437002, 101.25000000000034
91, 1287.3384014669193, 102.37499999999868
92, 1282.730848997324, 103.49999999999947
93, 1291.0338484583299, 104.62499999999989
94, 1286.2200462070755, 105.74999999999962
95, 1290.6470869548357, 106.87499999999991
96, 1291.090769488246, 107.99999999999977
97, 1292.4271474714265, 109.12499999999957
98, 1294.4388360462337, 110.24999999999902
99, 1289.6679249207857, 111.375
100, 1297.6484268142717, 112.50000000000026
101, 1294.6984977940922, 113.62499999999962

