-------------------------------------------------------
Greedy experiments over RegularLattice
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
11, 3.20024655, 12.374999999999947
12, 3.334654394999999, 13.499999999999972
13, 3.565909395000001, 14.624999999999904
14, 3.7183003605000002, 15.749999999999938
15, 4.010176395000002, 16.87500000000004
16, 3.6947308016466436, 17.99999999999976
17, 3.9547330744499987, 19.124999999999766
18, 4.286506050000002, 20.249999999999808
19, 4.35749769, 21.374999999999787
20, 4.837235895000001, 22.499999999999797
21, 4.374885281252832, 23.624999999999897
22, 4.849141050000002, 24.749999999999893
23, 5.405520644999999, 25.87499999999987
24, 4.695476754510001, 26.999999999999943
25, 5.108228100000001, 28.125000000000064
26, 4.600374840000001, 29.249999999999808
27, 6.555664255500001, 30.375000000000057
28, 6.9830685, 31.499999999999876
29, 5.679969007005, 32.62499999999967
30, 5.901227860499999, 33.75000000000008
31, 6.389779279950002, 34.874999999999766
32, 6.310705050000001, 35.99999999999952
33, 5.948906445000002, 37.12499999999987
34, 6.302541460500001, 38.24999999999953
35, 5.873039100000001, 39.37500000000017
36, 6.936468345, 40.499999999999616
37, 6.567338584641645, 41.62499999999991
38, 6.168219624450002, 42.749999999999574
39, 6.299493345, 43.87499999999931
40, 6.518670367004999, 44.999999999999595
41, 7.488170100000003, 46.124999999999936
42, 7.2075608055000036, 47.249999999999794
43, 6.344112600000001, 48.37499999999961
44, 6.39825624, 49.49999999999979
45, 6.3282141, 50.62500000000017
46, 7.347934398829054, 51.74999999999974
47, 7.6814361000000035, 52.87499999999981
48, 7.411368010500003, 53.999999999999886
49, 7.250740650000003, 55.12499999999951
50, 7.363795050000003, 56.25000000000013
51, 7.470433585684056, 57.374999999999986
52, 7.305529095000002, 58.499999999999616
53, 8.059022882505001, 59.624999999999396
54, 7.159414500000001, 60.750000000000114
55, 7.043155267005001, 61.874999999999865
56, 8.322330550500007, 62.99999999999975
57, 7.183599345000002, 64.1249999999995
58, 7.671080269804503, 65.24999999999935
59, 7.069803345000002, 66.37500000000018
60, 7.710616115999999, 67.50000000000016
61, 7.192890945000002, 68.62499999999916
62, 7.041565867005, 69.74999999999953
63, 8.234662500000002, 70.87500000000026
64, 6.973539345000001, 71.99999999999903
65, 7.550035290000001, 73.12499999999986
66, 7.825261050000004, 74.24999999999974
67, 7.677296550000003, 75.37499999999893
68, 7.600574698946147, 76.49999999999906
69, 7.871662845000001, 77.62499999999936
70, 7.250966432505, 78.75000000000034
71, 6.996370050000001, 79.87499999999946
72, 7.865581050000005, 80.99999999999923
73, 7.201737045000003, 82.12499999999908
74, 7.310474860500004, 83.24999999999982
75, 7.5855681000000015, 84.3749999999995
76, 8.646459624450003, 85.49999999999915
77, 7.227708624450001, 86.6250000000002
78, 6.703793999999999, 87.74999999999862
79, 6.930068445000003, 88.87499999999935
80, 7.337889000000001, 89.99999999999919
81, 7.210957500000002, 91.1250000000003
82, 7.627857677505003, 92.24999999999987
83, 6.712111705500002, 93.3749999999989
84, 8.122503010500001, 94.49999999999959
85, 7.253398845000001, 95.62499999999986
86, 7.512556049999998, 96.74999999999922
87, 7.838152579804499, 97.87499999999905
88, 7.885711845000005, 98.99999999999957
89, 7.798062600000003, 100.12499999999974
90, 7.173352845000001, 101.25000000000034
